Region,Market,Chart,Name,Unit,Source,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027
Montenegro,Personal Care,Revenue,Hair Care,million USD (US$),Statista,0.621,0.73,0.87,1.048,1.322,1.424,1.889,2.221,2.622,2.863,3.139
Montenegro,Personal Care,Revenue,Oral Care,million USD (US$),Statista,0.311,0.363,0.431,0.517,0.651,0.7,0.928,1.091,1.289,1.407,1.542
Montenegro,Personal Care,Revenue,Other Personal Care,million USD (US$),Statista,0.982,1.149,1.364,1.636,2.054,2.207,2.922,3.428,4.041,4.409,4.832
Montenegro,Personal Care,Revenue,Skin Care,million USD (US$),Statista,0.962,1.118,1.316,1.588,1.961,2.094,2.759,3.233,3.805,4.147,4.539
Montenegro,Personal Care,Revenue Change,Total,percent,Statista,,16.552,18.14,21.893,23.75,5.783,30.818,16.415,17.073,8.789,9.276
Montenegro,Personal Care,Revenue Change,Body Care,percent,Statista,,16.603,18.32,19.274,24.978,7.163,31.952,17.021,17.576,9.021,9.49
Montenegro,Personal Care,Revenue Change,Eye Care,percent,Statista,,14.399,15.023,39.971,12.728,-8.567,14.249,5.581,6.395,4.037,3.719
Montenegro,Personal Care,Revenue Change,Hair Care,percent,Statista,,17.447,19.227,20.46,26.145,7.716,32.654,17.575,18.055,9.191,9.64
Montenegro,Personal Care,Revenue Change,Oral Care,percent,Statista,,16.624,18.721,20.111,25.793,7.578,32.662,17.501,18.148,9.154,9.595
Montenegro,Personal Care,Revenue Change,Other Personal Care,percent,Statista,,16.958,18.712,19.941,25.55,7.449,32.397,17.317,17.882,9.107,9.594
Montenegro,Personal Care,Revenue Change,Skin Care,percent,Statista,,16.228,17.71,20.669,23.489,6.782,31.757,17.18,17.693,8.988,9.453
Montenegro,Personal Care,Average Revenue per User,Total,USD (US$),Statista,113.8,109,108.8,113.5,123.4,115,136.9,149.1,164,165.5,169.3
Montenegro,Personal Care,Average Revenue per User,Body Care,USD (US$),Statista,28.98,27.76,27.75,28.33,31.11,29.35,35.29,38.6,42.63,43.12,44.22
Montenegro,Personal Care,Average Revenue per User,Eye Care,USD (US$),Statista,21.25,19.97,19.41,23.25,23.02,18.55,19.3,19.05,19.04,18.37,17.85
Montenegro,Personal Care,Average Revenue per User,Hair Care,USD (US$),Statista,34.68,33.46,33.71,34.75,38.52,36.54,44.16,48.53,53.83,54.52,55.99
Montenegro,Personal Care,Average Revenue per User,Oral Care,USD (US$),Statista,18.43,17.65,17.71,18.2,20.11,19.06,23.03,25.31,28.09,28.43,29.19
Montenegro,Personal Care,Average Revenue per User,Other Personal Care,USD (US$),Statista,63.37,60.87,61.08,62.67,69.16,65.45,78.93,86.56,95.86,97.03,99.58
Montenegro,Personal Care,Average Revenue per User,Skin Care,USD (US$),Statista,63.46,60.61,60.27,62.23,67.52,63.51,76.21,83.49,92.31,93.32,95.67
Montenegro,Personal Care,Comparable Estimates - eCommerce (Worldwide),*Statista,trillion USD (US$),,2.249,2.429,2.642,3.282,3.86,3.609,4.505,5.037,5.675,6.021,6.429
Montenegro,Personal Care,Comparable Estimates - eCommerce (Worldwide),The BRC,trillion USD (US$),,,,,,2.634,3.048,,,,4.798,
Montenegro,Personal Care,Comparable Estimates - eCommerce (Worldwide),UNCTAD,trillion USD (US$),,,,4.87,,,,,,,,
Montenegro,Personal Care,Online & Offline Split,Offline,percent,Statista,90.474,89.14,87.562,82.679,80.458,78.844,76.853,74.151,70.998,,
Montenegro,Personal Care,Online & Offline Split,Online,percent,Statista,9.526,10.86,12.438,17.321,19.542,21.156,23.147,25.849,29.002,,
Montenegro,Personal Care,Mobile/Desktop Split,Desktop,percent,Statista,53.884,52.967,52.397,52.054,51.852,51.734,51.667,51.629,51.607,,
Montenegro,Personal Care,Mobile/Desktop Split,Mobile,percent,Statista,46.116,47.033,47.603,47.946,48.148,48.266,48.333,48.371,48.393,,
Montenegro,Personal Care,Users,Total,million users,Statista,0.034,0.042,0.05,0.058,0.066,0.075,0.082,0.088,0.094,0.101,0.108
Montenegro,Personal Care,Users,Body Care,million users,Statista,0.023,0.029,0.034,0.039,0.045,0.051,0.056,0.06,0.064,0.069,0.073
Montenegro,Personal Care,Users,Eye Care,million users,Statista,0.017,0.021,0.025,0.029,0.033,0.037,0.041,0.044,0.047,0.05,0.054
Montenegro,Personal Care,Users,Hair Care,million users,Statista,0.018,0.022,0.026,0.03,0.034,0.039,0.043,0.046,0.049,0.053,0.056
Montenegro,Personal Care,Users,Oral Care,million users,Statista,0.017,0.021,0.024,0.028,0.032,0.037,0.04,0.043,0.046,0.049,0.053
Montenegro,Personal Care,Users,Other Personal Care,million users,Statista,0.016,0.019,0.022,0.026,0.03,0.034,0.037,0.04,0.042,0.045,0.049
Montenegro,Personal Care,Users,Skin Care,million users,Statista,0.015,0.018,0.022,0.026,0.029,0.033,0.036,0.039,0.041,0.044,0.047
Montenegro,Personal Care,Penetration Rate,Body Care,percent,Statista,3.733,4.542,5.373,6.28,7.147,8.115,8.912,9.537,10.157,10.958,11.709
Montenegro,Personal Care,Penetration Rate,Eye Care,percent,Statista,2.745,3.34,3.951,4.618,5.255,5.967,6.553,7.013,7.468,8.057,8.61
Montenegro,Personal Care,Penetration Rate,Hair Care,percent,Statista,2.854,3.473,4.109,4.802,5.465,6.205,6.815,7.293,7.767,8.379,8.954
Montenegro,Personal Care,Penetration Rate,Oral Care,percent,Statista,2.69,3.273,3.872,4.525,5.15,5.847,6.422,6.872,7.319,7.896,8.438
Montenegro,Personal Care,Penetration Rate,Other Personal Care,percent,Statista,2.47,3.006,3.556,4.156,4.73,5.37,5.897,6.311,6.721,7.251,7.749
Montenegro,Personal Care,Penetration Rate,Personal Care,percent,Statista,5.489,6.679,7.902,9.235,10.511,11.933,13.105,14.025,14.937,16.115,17.22
Montenegro,Personal Care,Penetration Rate,Skin Care,percent,Statista,2.415,2.939,3.477,4.063,4.625,5.251,5.766,6.171,6.572,7.09,7.577
Montenegro,Beauty Care,Average Revenue per User by Segment,Total,USD (US$),Statista,37.4,35.44,34.94,36.13,38.8,36.3,43.37,47.41,52.32,52.82,54.09
Montenegro,Beauty Care,Average Revenue per User by Segment,Cosmetics,USD (US$),Statista,24.01,22.66,22.21,22.84,24.36,22.75,27.13,29.66,32.72,33.01,33.79
Montenegro,Beauty Care,Average Revenue per User by Segment,Fragrances,USD (US$),Statista,4.322,4.011,3.795,4.449,4.319,3.852,4.453,4.882,5.386,5.404,5.513
Montenegro,Beauty Care,Average Revenue per User by Segment,Other Beauty Care,USD (US$),Statista,72,68.7,68.47,69.89,76.64,72.25,86.81,94.88,104.7,105.9,108.6
Montenegro,Beauty Care,Revenue,Total,million USD (US$),Statista,1.455,1.678,1.958,2.366,2.892,3.071,4.028,4.711,5.533,6.023,6.586
Montenegro,Beauty Care,Revenue,Cosmetics,million USD (US$),Statista,0.654,0.751,0.871,1.047,1.271,1.347,1.764,2.063,2.423,2.635,2.879
Montenegro,Beauty Care,Revenue,Fragrances,million USD (US$),Statista,0.101,0.114,0.128,0.175,0.193,0.196,0.248,0.291,0.342,0.37,0.403
Montenegro,Beauty Care,Revenue,Other Beauty Care,million USD (US$),Statista,0.7,0.813,0.959,1.144,1.428,1.528,2.016,2.357,2.769,3.019,3.304
Montenegro,Beauty Care,Revenue Change,Total,percent,Statista,,15.326,16.687,20.838,22.232,6.189,31.162,16.956,17.449,8.856,9.348
Montenegro,Beauty Care,Revenue Change,Cosmetics,percent,Statista,,14.852,15.994,20.207,21.394,5.98,30.958,16.95,17.45,8.749,9.26
Montenegro,Beauty Care,Revenue Change,Fragrances,percent,Statista,,12.884,12.028,36.991,10.469,1.243,26.957,17.284,17.417,8.163,8.926
Montenegro,Beauty Care,Revenue Change,Other Beauty Care,percent,Statista,,16.155,17.941,19.278,24.825,7.003,31.937,16.915,17.48,9.029,9.44
Montenegro,Beauty Care,Comparable Estimates - eCommerce (Worldwide),*Statista,trillion USD (US$),,2.249,2.429,2.642,3.282,3.86,3.609,4.505,5.037,5.675,6.021,6.429
Montenegro,Beauty Care,Comparable Estimates - eCommerce (Worldwide),The BRC,trillion USD (US$),,,,,,2.634,3.048,,,,4.798,
Montenegro,Beauty Care,Comparable Estimates - eCommerce (Worldwide),UNCTAD,trillion USD (US$),,,,4.87,,,,,,,,
Montenegro,Beauty Care,Online & Offline Split,Offline,percent,Statista,88.842,87.72,86.399,81.426,79.886,78.484,76.724,74.548,72.078,,
Montenegro,Beauty Care,Online & Offline Split,Online,percent,Statista,11.158,12.28,13.601,18.574,20.114,21.516,23.276,25.452,27.922,,
Montenegro,Beauty Care,Mobile/Desktop Split,Desktop,percent,Statista,64.234,62.07,59.97,58.654,57.492,56.627,55.908,55.431,55.184,,
Montenegro,Beauty Care,Mobile/Desktop Split,Mobile,percent,Statista,35.766,37.93,40.03,41.346,42.508,43.373,44.092,44.569,44.816,,
Montenegro,Beauty Care,Users by Segment,Total,million users,Statista,0.039,0.047,0.056,0.065,0.075,0.085,0.093,0.099,0.106,0.114,0.122
Montenegro,Beauty Care,Users by Segment,Cosmetics,million users,Statista,0.027,0.033,0.039,0.046,0.052,0.059,0.065,0.07,0.074,0.08,0.085
Montenegro,Beauty Care,Users by Segment,Fragrances,million users,Statista,0.023,0.028,0.034,0.039,0.045,0.051,0.056,0.06,0.063,0.068,0.073
Montenegro,Beauty Care,Users by Segment,Other Beauty Care,million users,Statista,0.01,0.012,0.014,0.016,0.019,0.021,0.023,0.025,0.026,0.029,0.03
Montenegro,Beauty Care,Penetration Rate by Segment,Beauty Care,percent,Statista,6.197,7.541,8.922,10.427,11.867,13.473,14.796,15.835,16.864,18.194,19.443
Montenegro,Beauty Care,Penetration Rate by Segment,Cosmetics,percent,Statista,4.338,5.279,6.245,7.299,8.307,9.431,10.357,11.084,11.805,12.735,13.609
Montenegro,Beauty Care,Penetration Rate by Segment,Fragrances,percent,Statista,3.718,4.525,5.353,6.256,7.12,8.084,8.878,9.501,10.118,10.916,11.665
Montenegro,Beauty Care,Penetration Rate by Segment,Other Beauty Care,percent,Statista,1.549,1.885,2.23,2.607,2.967,3.368,3.699,3.959,4.216,4.548,4.86
Montenegro,Health Care,Average Revenue per User by Segment,Total,USD (US$),Statista,1.855,1.621,1.536,1.539,1.996,2.489,3.831,5.398,6.615,6.801,7.17
Montenegro,Health Care,Average Revenue per User by Segment,Analgesics,USD (US$),Statista,0.781,0.66,0.574,0.435,0.427,0.363,0.38,0.93,1.812,1.75,1.863
Montenegro,Health Care,Average Revenue per User by Segment,Cold & Cough Remedies,USD (US$),Statista,1.058,0.896,0.779,0.593,0.583,0.496,0.639,1.425,2.112,2.096,2.219
Montenegro,Health Care,Average Revenue per User by Segment,Digestives & Intestinal Remedies,USD (US$),Statista,0.106,0.092,0.081,0.066,0.087,0.189,0.643,1.36,1.888,1.943,2.087
Montenegro,Health Care,Average Revenue per User by Segment,Hand Sanitizer,USD (US$),Statista,0.454,0.443,0.474,0.719,0.905,1.153,1.807,2.378,2.838,2.944,3.106
Montenegro,Health Care,Average Revenue per User by Segment,Incontinence,USD (US$),Statista,0.406,0.344,0.303,0.274,0.264,0.232,0.249,0.243,0.235,0.228,0.222
Montenegro,Health Care,Average Revenue per User by Segment,Other Health Care,USD (US$),Statista,2.066,1.808,1.718,1.729,2.263,2.845,4.403,6.23,7.649,7.869,8.303
Montenegro,Health Care,Average Revenue per User by Segment,Skin Treatment,USD (US$),Statista,0.931,0.774,0.701,0.618,0.804,0.958,1.306,1.434,1.426,1.479,1.518
Montenegro,Health Care,Average Revenue per User by Segment,Vitamins & Minerals,USD (US$),Statista,0.267,0.264,0.319,0.416,0.789,1.234,1.998,2.455,2.659,2.81,2.96
Montenegro,Health Care,Revenue,Total,thousand USD (US$),Statista,65.97,70.17,78.67,92.16,136,192.5,325.3,490.4,639.7,709,798.1
Montenegro,Health Care,Revenue,Analgesics,thousand USD (US$),Statista,5.555,5.715,5.876,5.215,5.822,5.614,6.455,16.89,35.05,36.49,41.47
Montenegro,Health Care,Revenue,Cold & Cough Remedies,thousand USD (US$),Statista,15.05,15.51,15.97,14.2,15.88,15.35,21.71,51.8,81.71,87.41,98.8
Montenegro,Health Care,Revenue,Digestives & Intestinal Remedies,thousand USD (US$),Statista,1.136,1.19,1.251,1.179,1.781,4.377,16.37,37.05,54.78,60.76,69.68
Montenegro,Health Care,Revenue,Hand Sanitizer,thousand USD (US$),Statista,6.46,7.674,9.708,17.22,24.68,35.66,61.37,86.42,109.8,122.7,138.3
Montenegro,Health Care,Revenue,Incontinence,thousand USD (US$),Statista,2.89,2.977,3.101,3.278,3.591,3.583,4.227,4.419,4.544,4.754,4.949
Montenegro,Health Care,Revenue,Other Health Care,thousand USD (US$),Statista,16.9,18,20.24,23.81,35.47,50.61,86.01,130.2,170.1,188.7,212.6
Montenegro,Health Care,Revenue,Skin Treatment,thousand USD (US$),Statista,13.24,13.4,14.35,14.8,21.91,29.63,44.36,52.1,55.15,61.65,67.59
Montenegro,Health Care,Revenue,Vitamins & Minerals,thousand USD (US$),Statista,4.739,5.704,8.168,12.46,26.9,47.71,84.82,111.5,128.5,146.5,164.8
Montenegro,Health Care,Revenue Change,Total,percent,Statista,,6.367,12.113,17.148,47.569,41.544,68.987,50.753,30.445,10.833,12.567
Montenegro,Health Care,Revenue Change,Analgesics,percent,Statista,,2.88,2.817,-11.249,11.64,-3.573,14.98,161.658,107.519,4.108,13.648
Montenegro,Health Care,Revenue Change,Cold & Cough Remedies,percent,Statista,,3.056,2.966,-11.083,11.831,-3.338,41.433,138.6,57.741,6.976,13.031
Montenegro,Health Care,Revenue Change,Digestives & Intestinal Remedies,percent,Statista,,4.754,5.126,-5.755,51.06,145.761,274,126.329,47.854,10.916,14.681
Montenegro,Health Care,Revenue Change,Hand Sanitizer,percent,Statista,,18.793,26.505,77.379,43.322,44.489,72.098,40.818,27.054,11.749,12.714
Montenegro,Health Care,Revenue Change,Incontinence,percent,Statista,,3.01,4.165,5.708,9.549,-0.223,17.974,4.542,2.829,4.621,4.102
Montenegro,Health Care,Revenue Change,Other Health Care,percent,Statista,,6.509,12.444,17.638,48.971,42.684,69.947,51.378,30.645,10.935,12.666
Montenegro,Health Care,Revenue Change,Skin Treatment,percent,Statista,,1.208,7.09,3.136,48.041,35.235,49.713,17.448,5.854,11.786,9.635
Montenegro,Health Care,Revenue Change,Vitamins & Minerals,percent,Statista,,20.363,43.198,52.547,115.891,77.361,77.782,31.455,15.247,14.008,12.491
Montenegro,Health Care,Comparable Estimates - eCommerce (Worldwide),*Statista,trillion USD (US$),,2.249,2.429,2.642,3.282,3.86,3.609,4.505,5.037,5.675,6.021,6.429
Montenegro,Health Care,Comparable Estimates - eCommerce (Worldwide),The BRC,trillion USD (US$),,,,,,2.634,3.048,,,,4.798,
Montenegro,Health Care,Comparable Estimates - eCommerce (Worldwide),UNCTAD,trillion USD (US$),,,,4.87,,,,,,,,
Montenegro,Health Care,Online & Offline Split,Offline,percent,Statista,99.496,99.481,99.436,99.278,99.037,98.586,97.936,97.008,96.235,,
Montenegro,Health Care,Online & Offline Split,Online,percent,Statista,0.504,0.519,0.564,0.722,0.963,1.414,2.064,2.992,3.765,,
Montenegro,Health Care,Mobile/Desktop Split,Desktop,percent,Statista,69.689,65.726,62.655,59.545,56.869,54.716,52.533,50.161,47.943,,
Montenegro,Health Care,Mobile/Desktop Split,Mobile,percent,Statista,30.311,34.274,37.345,40.455,43.131,45.284,47.467,49.839,52.057,,
Montenegro,Health Care,Users by Segment,Total,million users,Statista,0.036,0.043,0.051,0.06,0.068,0.077,0.085,0.091,0.097,0.104,0.111
Montenegro,Health Care,Users by Segment,Analgesics,million users,Statista,0.007,0.009,0.01,0.012,0.014,0.015,0.017,0.018,0.019,0.021,0.022
Montenegro,Health Care,Users by Segment,Cold & Cough Remedies,million users,Statista,0.014,0.017,0.02,0.024,0.027,0.031,0.034,0.036,0.039,0.042,0.045
Montenegro,Health Care,Users by Segment,Digestives & Intestinal Remedies,million users,Statista,0.011,0.013,0.015,0.018,0.02,0.023,0.025,0.027,0.029,0.031,0.033
Montenegro,Health Care,Users by Segment,Hand Sanitizer,million users,Statista,0.014,0.017,0.02,0.024,0.027,0.031,0.034,0.036,0.039,0.042,0.045
Montenegro,Health Care,Users by Segment,Incontinence,million users,Statista,0.007,0.009,0.01,0.012,0.014,0.015,0.017,0.018,0.019,0.021,0.022
Montenegro,Health Care,Users by Segment,Other Health Care,million users,Statista,0.008,0.01,0.012,0.014,0.016,0.018,0.02,0.021,0.022,0.024,0.026
Montenegro,Health Care,Users by Segment,Skin Treatment,million users,Statista,0.014,0.017,0.02,0.024,0.027,0.031,0.034,0.036,0.039,0.042,0.045
Montenegro,Health Care,Users by Segment,Vitamins & Minerals,million users,Statista,0.018,0.022,0.026,0.03,0.034,0.039,0.042,0.045,0.048,0.052,0.056
Montenegro,Health Care,Penetration Rate by Segment,Analgesics,percent,Statista,1.133,1.379,1.631,1.907,2.17,2.464,2.706,2.895,3.084,3.327,3.555
Montenegro,Health Care,Penetration Rate by Segment,Cold & Cough Remedies,percent,Statista,2.266,2.758,3.263,3.813,4.34,4.927,5.411,5.791,6.167,6.654,7.11
Montenegro,Health Care,Penetration Rate by Segment,Digestives & Intestinal Remedies,percent,Statista,1.7,2.068,2.447,2.86,3.255,3.695,4.058,4.343,4.626,4.99,5.332
Montenegro,Health Care,Penetration Rate by Segment,Hand Sanitizer,percent,Statista,2.266,2.758,3.263,3.813,4.34,4.927,5.411,5.791,6.167,6.654,7.11
Montenegro,Health Care,Penetration Rate by Segment,Health Care,percent,Statista,5.666,6.895,8.157,9.533,10.85,12.318,13.528,14.477,15.418,16.634,17.776
Montenegro,Health Care,Penetration Rate by Segment,Incontinence,percent,Statista,1.133,1.379,1.631,1.907,2.17,2.464,2.706,2.895,3.084,3.327,3.555
Montenegro,Health Care,Penetration Rate by Segment,Other Health Care,percent,Statista,1.303,1.586,1.876,2.193,2.495,2.833,3.111,3.33,3.546,3.826,4.088
Montenegro,Health Care,Penetration Rate by Segment,Skin Treatment,percent,Statista,2.266,2.758,3.263,3.813,4.34,4.927,5.411,5.791,6.167,6.654,7.11
Montenegro,Health Care,Penetration Rate by Segment,Vitamins & Minerals,percent,Statista,2.833,3.447,4.079,4.766,5.425,6.159,6.764,7.239,7.709,8.317,8.887
Montenegro,Household Care,Average Revenue per User by Segment,Total,USD (US$),Statista,28.14,26.85,26.76,29.81,33.03,34.89,46.31,56.37,68.05,69.25,72.24
Montenegro,Household Care,Average Revenue per User by Segment,Dishwashing Detergents,USD (US$),Statista,3.278,3.185,3.207,3.796,4.21,4.325,5.648,6.896,8.457,8.593,8.972
Montenegro,Household Care,Average Revenue per User by Segment,Household Cleaners,USD (US$),Statista,4.864,4.697,4.706,5.72,6.407,6.546,8.505,10.33,12.61,12.82,13.38
Montenegro,Household Care,Average Revenue per User by Segment,Household Paper,USD (US$),Statista,18.39,15.87,14.94,15.75,19.59,23.43,32.61,37.29,38.81,40.54,42.14
Montenegro,Household Care,Average Revenue per User by Segment,Laundry Care,USD (US$),Statista,16.89,16.42,16.55,18.03,19.44,20.12,26.47,32.55,40.22,40.77,42.55
Montenegro,Household Care,Average Revenue per User by Segment,Other Household Care,USD (US$),Statista,38.99,37.86,38.11,42.76,46.59,48.05,63,77.22,95.12,96.92,101.5
Montenegro,Household Care,Average Revenue per User by Segment,Paper Tissues,USD (US$),Statista,0.699,0.594,0.525,0.472,0.456,0.407,0.439,0.43,0.417,0.408,0.4
Montenegro,Household Care,Average Revenue per User by Segment,"Polishes, Room Scents & Insecticides",USD (US$),Statista,4.671,4.538,4.571,4.917,5.268,5.454,7.183,8.845,10.95,11.09,11.58
Montenegro,Household Care,Average Revenue per User by Segment,Toilet Paper,USD (US$),Statista,9.669,9.408,9.475,10.79,11.78,12.42,16.77,21.27,27.04,27.42,28.74
Montenegro,Household Care,Revenue,Total,thousand USD (US$),Statista,594,690,814,"1,060","1,336","1,602","2,335","3,040","3,907","4,286","4,774"
Montenegro,Household Care,Revenue,Dishwashing Detergents,thousand USD (US$),Statista,29.07,34.38,40.97,56.67,71.54,83.43,119.6,156.2,203.9,223.4,249
Montenegro,Household Care,Revenue,Household Cleaners,thousand USD (US$),Statista,46.22,54.33,64.41,91.51,116.6,135.3,193,250.8,325.8,357,397.9
Montenegro,Household Care,Revenue,Household Paper,thousand USD (US$),Statista,89.3,93.84,104.5,128.8,182.3,247.5,378.2,462.6,512.5,574.5,635.8
Montenegro,Household Care,Revenue,Laundry Care,thousand USD (US$),Statista,142.6,168.8,201.4,256.4,314.6,369.6,533.8,702.2,923.7,"1,009","1,125"
Montenegro,Household Care,Revenue,Other Household Care,thousand USD (US$),Statista,181.1,214.1,255,334.4,414.7,485.5,698.8,916.4,"1,201","1,314","1,464"
Montenegro,Household Care,Revenue,Paper Tissues,thousand USD (US$),Statista,4.723,4.886,5.111,5.375,5.905,5.976,7.078,7.428,7.666,8.076,8.452
Montenegro,Household Care,Revenue,"Polishes, Room Scents & Insecticides",thousand USD (US$),Statista,29.58,34.99,41.7,52.44,63.94,75.15,108.7,143.1,188.6,206,229.6
Montenegro,Household Care,Revenue,Toilet Paper,thousand USD (US$),Statista,71.45,84.63,100.9,134.3,166.8,199.7,295.9,401.5,543.4,594,664.7
Montenegro,Household Care,Revenue Change,Total,percent,Statista,,16.162,17.971,30.221,26.038,19.91,45.755,30.193,28.52,9.701,11.386
Montenegro,Household Care,Revenue Change,Dishwashing Detergents,percent,Statista,,18.266,19.168,38.321,26.24,16.62,43.354,30.602,30.538,9.564,11.459
Montenegro,Household Care,Revenue Change,Household Cleaners,percent,Statista,,17.547,18.553,42.074,27.418,16.038,42.646,29.948,29.904,9.576,11.457
Montenegro,Household Care,Revenue Change,Household Paper,percent,Statista,,5.084,11.36,23.254,41.537,35.765,52.808,22.316,10.787,12.098,10.67
Montenegro,Household Care,Revenue Change,Laundry Care,percent,Statista,,18.373,19.313,27.309,22.699,17.483,44.426,31.547,31.544,9.235,11.497
Montenegro,Household Care,Revenue Change,Other Household Care,percent,Statista,,18.222,19.103,31.137,24.013,17.073,43.934,31.139,31.056,9.409,11.416
Montenegro,Household Care,Revenue Change,Paper Tissues,percent,Statista,,3.451,4.605,5.165,9.86,1.202,18.44,4.945,3.204,5.348,4.656
Montenegro,Household Care,Revenue Change,"Polishes, Room Scents & Insecticides",percent,Statista,,18.289,19.177,25.755,21.93,17.532,44.644,31.647,31.796,9.226,11.456
Montenegro,Household Care,Revenue Change,Toilet Paper,percent,Statista,,18.446,19.225,33.102,24.2,19.724,48.172,35.688,35.342,9.312,11.902
Montenegro,Household Care,Comparable Estimates - eCommerce (Worldwide),*Statista,trillion USD (US$),,2.249,2.429,2.642,3.282,3.86,3.609,4.505,5.037,5.675,6.021,6.429
Montenegro,Household Care,Comparable Estimates - eCommerce (Worldwide),The BRC,trillion USD (US$),,,,,,2.634,3.048,,,,4.798,
Montenegro,Household Care,Comparable Estimates - eCommerce (Worldwide),UNCTAD,trillion USD (US$),,,,4.87,,,,,,,,
Montenegro,Household Care,Online & Offline Split,Offline,percent,Statista,98.096,97.821,97.466,96.811,96.069,94.909,93.407,91.63,89.529,,
Montenegro,Household Care,Online & Offline Split,Online,percent,Statista,1.904,2.179,2.534,3.189,3.931,5.091,6.593,8.37,10.471,,
Montenegro,Household Care,Mobile/Desktop Split,Desktop,percent,Statista,63.863,61.773,60.27,59.231,58.56,57.935,57.433,57.07,56.624,,
Montenegro,Household Care,Mobile/Desktop Split,Mobile,percent,Statista,36.137,38.227,39.73,40.769,41.44,42.065,42.567,42.93,43.376,,
Montenegro,Household Care,Users by Segment,Total,million users,Statista,0.021,0.026,0.03,0.036,0.04,0.046,0.05,0.054,0.057,0.062,0.066
Montenegro,Household Care,Users by Segment,Dishwashing Detergents,million users,Statista,0.009,0.011,0.013,0.015,0.017,0.019,0.021,0.023,0.024,0.026,0.028
Montenegro,Household Care,Users by Segment,Household Cleaners,million users,Statista,0.01,0.012,0.014,0.016,0.018,0.021,0.023,0.024,0.026,0.028,0.03
Montenegro,Household Care,Users by Segment,Household Paper,million users,Statista,0.005,0.006,0.007,0.008,0.009,0.011,0.012,0.012,0.013,0.014,0.015
Montenegro,Household Care,Users by Segment,Laundry Care,million users,Statista,0.008,0.01,0.012,0.014,0.016,0.018,0.02,0.022,0.023,0.025,0.026
Montenegro,Household Care,Users by Segment,Other Household Care,million users,Statista,0.005,0.006,0.007,0.008,0.009,0.01,0.011,0.012,0.013,0.014,0.014
Montenegro,Household Care,Users by Segment,Paper Tissues,million users,Statista,0.007,0.008,0.01,0.011,0.013,0.015,0.016,0.017,0.018,0.02,0.021
Montenegro,Household Care,Users by Segment,"Polishes, Room Scents & Insecticides",million users,Statista,0.006,0.008,0.009,0.011,0.012,0.014,0.015,0.016,0.017,0.019,0.02
Montenegro,Household Care,Users by Segment,Toilet Paper,million users,Statista,0.007,0.009,0.011,0.012,0.014,0.016,0.018,0.019,0.02,0.022,0.023
Montenegro,Household Care,Penetration Rate by Segment,Dishwashing Detergents,percent,Statista,1.413,1.719,2.034,2.377,2.706,3.072,3.374,3.61,3.845,4.148,4.433
Montenegro,Household Care,Penetration Rate by Segment,Household Care,percent,Statista,3.364,4.094,4.843,5.66,6.442,7.314,8.032,8.596,9.155,9.876,10.554
Montenegro,Household Care,Penetration Rate by Segment,Household Cleaners,percent,Statista,1.514,1.842,2.179,2.547,2.899,3.291,3.615,3.868,4.12,4.444,4.749
Montenegro,Household Care,Penetration Rate by Segment,Household Paper,percent,Statista,0.774,0.942,1.114,1.302,1.482,1.682,1.847,1.977,2.106,2.261,2.41
Montenegro,Household Care,Penetration Rate by Segment,Laundry Care,percent,Statista,1.346,1.638,1.937,2.264,2.577,2.926,3.213,3.438,3.662,3.951,4.221
Montenegro,Household Care,Penetration Rate by Segment,Other Household Care,percent,Statista,0.74,0.901,1.066,1.245,1.417,1.609,1.767,1.891,2.014,2.163,2.305
Montenegro,Household Care,Penetration Rate by Segment,Paper Tissues,percent,Statista,1.077,1.31,1.55,1.811,2.061,2.34,2.57,2.751,2.929,3.16,3.377
Montenegro,Household Care,Penetration Rate by Segment,"Polishes, Room Scents & Insecticides",percent,Statista,1.009,1.228,1.453,1.698,1.933,2.194,2.41,2.579,2.746,2.963,3.166
Montenegro,Household Care,Penetration Rate by Segment,Toilet Paper,percent,Statista,1.178,1.433,1.695,1.981,2.255,2.56,2.811,3.009,3.204,3.457,3.694
Montenegro,Food,Revenue,Total,million USD (US$),Statista,2.839,3.703,4.765,8.036,11.86,12.98,17.66,21.9,27.41,30.25,33.67
Montenegro,Food,Revenue,Bread & Cereal Products,million USD (US$),Statista,0.366,0.475,0.607,1.228,1.956,2.106,2.793,3.374,4.112,4.56,5.068
Montenegro,Food,Revenue,Confectionery & Snacks,million USD (US$),Statista,0.233,0.301,0.383,0.68,1.02,1.102,1.469,1.781,2.179,2.409,2.675
Montenegro,Food,Revenue,Convenience Food,million USD (US$),Statista,0.146,0.19,0.244,0.473,0.726,0.795,1.072,1.317,1.632,1.807,2.012
Montenegro,Food,Revenue,Dairy Products & Eggs,million USD (US$),Statista,0.418,0.546,0.704,1.087,1.542,1.706,2.337,2.931,3.711,4.086,4.548
Montenegro,Food,Revenue,Fish & Seafood,million USD (US$),Statista,0.15,0.196,0.251,0.409,0.593,0.654,0.893,1.117,1.412,1.556,1.733
Montenegro,Food,Revenue,Fruits & Nuts,million USD (US$),Statista,0.268,0.35,0.452,0.738,1.072,1.183,1.615,2.016,2.542,2.803,3.121
Montenegro,Food,Revenue,Meat,million USD (US$),Statista,0.722,0.945,1.222,1.996,2.902,3.197,4.359,5.436,6.842,7.546,8.4
