Region,Market,Chart,Name,Unit,Source,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027
Morocco,"Beauty, Health, Personal & Household Care",Revenue,Household Care,million USD (US$),Statista,5.385,6.908,8.792,12.21,15.5,17.69,25.16,33.62,45.36,49.58,55.42
Morocco,"Beauty, Health, Personal & Household Care",Revenue,Personal Care,million USD (US$),Statista,28.71,36.36,45.66,60.94,76.14,76.36,95.36,111.6,131.6,143.1,156.5
Morocco,"Beauty, Health, Personal & Household Care",Revenue Change,Total,percent,Statista,,25.341,24.476,36.704,24.475,1.908,26.926,19.285,20.399,8.926,9.79
Morocco,"Beauty, Health, Personal & Household Care",Revenue Change,Beauty Care,percent,Statista,,23.072,23.26,38.072,24.048,0.739,25.056,17.058,17.656,9.01,9.438
Morocco,"Beauty, Health, Personal & Household Care",Revenue Change,Health Care,percent,Statista,,21.756,20.533,44.473,21.917,0,24.252,16.28,16.939,8.958,9.284
Morocco,"Beauty, Health, Personal & Household Care",Revenue Change,Household Care,percent,Statista,,28.282,27.273,38.876,26.945,14.129,42.227,33.625,34.92,9.303,11.779
Morocco,"Beauty, Health, Personal & Household Care",Revenue Change,Personal Care,percent,Statista,,26.646,25.578,33.465,24.943,0.289,24.882,17.03,17.921,8.739,9.364
Morocco,"Beauty, Health, Personal & Household Care",Average Revenue per User by Segment,Total,USD (US$),Statista,15.63,16.74,18.05,21.58,23.86,21.93,25.7,28.83,32.75,33.63,35.04
Morocco,"Beauty, Health, Personal & Household Care",Average Revenue per User by Segment,Beauty Care,USD (US$),Statista,2.945,3.097,3.305,3.991,4.4,3.998,4.615,5.08,5.638,5.794,6.019
Morocco,"Beauty, Health, Personal & Household Care",Average Revenue per User by Segment,Health Care,USD (US$),Statista,4.984,5.187,5.417,6.839,7.409,6.686,7.667,8.385,9.249,9.499,9.855
Morocco,"Beauty, Health, Personal & Household Care",Average Revenue per User by Segment,Household Care,USD (US$),Statista,4.315,4.73,5.214,6.328,7.14,7.352,9.651,12.13,15.44,15.9,16.88
Morocco,"Beauty, Health, Personal & Household Care",Average Revenue per User by Segment,Personal Care,USD (US$),Statista,14.1,15.26,16.59,19.36,21.5,19.45,22.42,24.68,27.44,28.14,29.2
Morocco,"Beauty, Health, Personal & Household Care",Comparable Estimates - eCommerce (Worldwide),*Statista,trillion USD (US$),,2.249,2.429,2.642,3.282,3.86,3.609,4.505,5.037,5.675,6.021,6.429
Morocco,"Beauty, Health, Personal & Household Care",Comparable Estimates - eCommerce (Worldwide),The BRC,trillion USD (US$),,,,,,2.634,3.048,,,,4.798,
Morocco,"Beauty, Health, Personal & Household Care",Comparable Estimates - eCommerce (Worldwide),UNCTAD,trillion USD (US$),,,,4.87,,,,,,,,
Morocco,"Beauty, Health, Personal & Household Care",Online & Offline Split,Offline,percent,Statista,97.971,97.538,97.036,95.853,95.124,94.66,94.02,93.159,92.106,,
Morocco,"Beauty, Health, Personal & Household Care",Online & Offline Split,Online,percent,Statista,2.029,2.462,2.964,4.147,4.876,5.34,5.98,6.841,7.894,,
Morocco,"Beauty, Health, Personal & Household Care",Mobile/Desktop Split,Desktop,percent,Statista,45.525,42.736,41.903,40.567,39.117,37.794,36.314,35.107,33.861,,
Morocco,"Beauty, Health, Personal & Household Care",Mobile/Desktop Split,Mobile,percent,Statista,54.475,57.264,58.097,59.433,60.883,62.206,63.686,64.893,66.139,,
Morocco,"Beauty, Health, Personal & Household Care",Users by Segment,Total,million users,Statista,3.284,3.843,4.438,5.077,5.712,6.331,6.861,7.294,7.732,8.202,8.641
Morocco,"Beauty, Health, Personal & Household Care",Users by Segment,Beauty Care,million users,Statista,2.299,2.69,3.106,3.554,3.998,4.431,4.803,5.106,5.413,5.742,6.049
Morocco,"Beauty, Health, Personal & Household Care",Users by Segment,Health Care,million users,Statista,2.102,2.46,2.84,3.249,3.656,4.052,4.391,4.668,4.949,5.25,5.531
Morocco,"Beauty, Health, Personal & Household Care",Users by Segment,Household Care,million users,Statista,1.248,1.46,1.686,1.929,2.171,2.406,2.607,2.772,2.938,3.117,3.284
Morocco,"Beauty, Health, Personal & Household Care",Users by Segment,Personal Care,million users,Statista,2.036,2.383,2.751,3.147,3.542,3.925,4.254,4.522,4.794,5.086,5.358
Morocco,"Beauty, Health, Personal & Household Care",Penetration Rate by Segment,"Beauty, Health, Personal & Household Care",percent,Statista,9.23,10.667,12.168,13.754,15.296,16.76,17.963,18.893,19.821,20.816,21.717
Morocco,"Beauty, Health, Personal & Household Care",Penetration Rate by Segment,Beauty Care,percent,Statista,6.461,7.467,8.517,9.628,10.707,11.732,12.574,13.225,13.875,14.571,15.202
Morocco,"Beauty, Health, Personal & Household Care",Penetration Rate by Segment,Health Care,percent,Statista,5.907,6.827,7.787,8.802,9.789,10.726,11.496,12.092,12.686,13.323,13.9
Morocco,"Beauty, Health, Personal & Household Care",Penetration Rate by Segment,Household Care,percent,Statista,3.507,4.053,4.624,5.226,5.812,6.369,6.826,7.179,7.532,7.911,8.253
Morocco,"Beauty, Health, Personal & Household Care",Penetration Rate by Segment,Personal Care,percent,Statista,5.723,6.613,7.544,8.527,9.483,10.391,11.137,11.714,12.289,12.907,13.466
Morocco,Personal Care,Users by Age,18-24 years,percent,Statista|Statista Global Consumer Survey,,,,,18.433,,,,,,
Morocco,Personal Care,Users by Age,25-34 years,percent,Statista|Statista Global Consumer Survey,,,,,35.484,,,,,,
Morocco,Personal Care,Users by Age,35-44 years,percent,Statista|Statista Global Consumer Survey,,,,,31.336,,,,,,
Morocco,Personal Care,Users by Age,45-54 years,percent,Statista|Statista Global Consumer Survey,,,,,11.982,,,,,,
Morocco,Personal Care,Users by Age,55-64 years,percent,Statista|Statista Global Consumer Survey,,,,,2.76,,,,,,
Morocco,Personal Care,Users by Gender,female,percent,Statista|Statista Global Consumer Survey,,,,,74.654,,,,,,
Morocco,Personal Care,Users by Gender,male,percent,Statista|Statista Global Consumer Survey,,,,,25.346,,,,,,
Morocco,Personal Care,Users by Income,high income,percent,Statista|Statista Global Consumer Survey,,,,,43.229,,,,,,
Morocco,Personal Care,Users by Income,low income,percent,Statista|Statista Global Consumer Survey,,,,,28.646,,,,,,
Morocco,Personal Care,Users by Income,medium income,percent,Statista|Statista Global Consumer Survey,,,,,28.125,,,,,,
Morocco,Personal Care,Revenue,Total,million USD (US$),Statista,28.71,36.36,45.66,60.94,76.14,76.36,95.36,111.6,131.6,143.1,156.5
Morocco,Personal Care,Revenue,Body Care,million USD (US$),Statista,3.155,3.981,4.979,6.553,8.142,8.298,10.52,12.48,14.9,16.24,17.81
Morocco,Personal Care,Revenue,Eye Care,million USD (US$),Statista,1.167,1.594,2.137,3.085,4.082,3.625,4.016,4.178,4.387,4.533,4.657
Morocco,Personal Care,Revenue,Hair Care,million USD (US$),Statista,5.712,7.208,9.015,11.89,14.78,14.96,18.82,22.17,26.26,28.62,31.35
Morocco,Personal Care,Revenue,Oral Care,million USD (US$),Statista,2.213,2.792,3.492,4.616,5.737,5.806,7.305,8.605,10.2,11.11,12.17
Morocco,Personal Care,Revenue,Other Personal Care,million USD (US$),Statista,12.07,15.28,19.19,25.62,32.01,32.1,40.09,46.92,55.31,60.27,65.97
Morocco,Personal Care,Revenue,Skin Care,million USD (US$),Statista,4.395,5.496,6.838,9.172,11.39,11.57,14.61,17.26,20.5,22.36,24.5
Morocco,Personal Care,Revenue Change,Total,percent,Statista,,26.646,25.578,33.465,24.943,0.289,24.882,17.03,17.921,8.739,9.364
Morocco,Personal Care,Revenue Change,Body Care,percent,Statista,,26.181,25.069,31.613,24.248,1.916,26.778,18.631,19.391,8.993,9.667
Morocco,Personal Care,Revenue Change,Eye Care,percent,Statista,,36.59,34.065,44.361,32.318,-11.195,10.786,4.034,5.002,3.328,2.735
Morocco,Personal Care,Revenue Change,Hair Care,percent,Statista,,26.19,25.069,31.891,24.306,1.218,25.802,17.8,18.448,8.987,9.539
Morocco,Personal Care,Revenue Change,Oral Care,percent,Statista,,26.164,25.072,32.188,24.285,1.203,25.818,17.796,18.536,8.922,9.541
Morocco,Personal Care,Revenue Change,Other Personal Care,percent,Statista,,26.595,25.589,33.507,24.941,0.281,24.891,17.037,17.882,8.968,9.457
Morocco,Personal Care,Revenue Change,Skin Care,percent,Statista,,25.051,24.418,34.133,24.182,1.58,26.275,18.138,18.772,9.073,9.571
Morocco,Personal Care,Average Revenue per User,Total,USD (US$),Statista,14.1,15.26,16.59,19.36,21.5,19.45,22.42,24.68,27.44,28.14,29.2
Morocco,Personal Care,Average Revenue per User,Body Care,USD (US$),Statista,2.279,2.457,2.661,3.062,3.381,3.109,3.636,4.058,4.569,4.695,4.888
Morocco,Personal Care,Average Revenue per User,Eye Care,USD (US$),Statista,1.147,1.338,1.554,1.96,2.305,1.847,1.888,1.848,1.83,1.782,1.738
Morocco,Personal Care,Average Revenue per User,Hair Care,USD (US$),Statista,5.395,5.817,6.301,7.267,8.026,7.328,8.507,9.426,10.54,10.82,11.25
Morocco,Personal Care,Average Revenue per User,Oral Care,USD (US$),Statista,2.218,2.391,2.59,2.993,3.306,3.019,3.505,3.883,4.341,4.46,4.637
Morocco,Personal Care,Average Revenue per User,Other Personal Care,USD (US$),Statista,13.17,14.25,15.5,18.09,20.09,18.18,20.94,23.06,25.64,26.34,27.36
Morocco,Personal Care,Average Revenue per User,Skin Care,USD (US$),Statista,4.905,5.243,5.649,6.623,7.31,6.701,7.807,8.675,9.721,9.991,10.4
Morocco,Personal Care,Comparable Estimates - eCommerce (Worldwide),*Statista,trillion USD (US$),,2.249,2.429,2.642,3.282,3.86,3.609,4.505,5.037,5.675,6.021,6.429
Morocco,Personal Care,Comparable Estimates - eCommerce (Worldwide),The BRC,trillion USD (US$),,,,,,2.634,3.048,,,,4.798,
Morocco,Personal Care,Comparable Estimates - eCommerce (Worldwide),UNCTAD,trillion USD (US$),,,,4.87,,,,,,,,
Morocco,Personal Care,Online & Offline Split,Offline,percent,Statista,96.843,96.188,95.446,93.543,92.608,92.165,91.603,90.7,89.626,,
Morocco,Personal Care,Online & Offline Split,Online,percent,Statista,3.157,3.812,4.554,6.457,7.392,7.835,8.397,9.3,10.374,,
Morocco,Personal Care,Mobile/Desktop Split,Desktop,percent,Statista,45.525,42.736,41.903,40.567,39.117,37.794,36.314,35.107,33.861,,
Morocco,Personal Care,Mobile/Desktop Split,Mobile,percent,Statista,54.475,57.264,58.097,59.433,60.883,62.206,63.686,64.893,66.139,,
Morocco,Personal Care,Users,Total,million users,Statista,2.036,2.383,2.751,3.147,3.542,3.925,4.254,4.522,4.794,5.086,5.358
Morocco,Personal Care,Users,Body Care,million users,Statista,1.385,1.62,1.871,2.14,2.408,2.669,2.892,3.075,3.26,3.458,3.643
Morocco,Personal Care,Users,Eye Care,million users,Statista,1.018,1.191,1.376,1.574,1.771,1.962,2.127,2.261,2.397,2.543,2.679
Morocco,Personal Care,Users,Hair Care,million users,Statista,1.059,1.239,1.431,1.637,1.842,2.041,2.212,2.352,2.493,2.645,2.786
Morocco,Personal Care,Users,Oral Care,million users,Statista,0.998,1.168,1.348,1.542,1.735,1.923,2.084,2.216,2.349,2.492,2.625
Morocco,Personal Care,Users,Other Personal Care,million users,Statista,0.916,1.072,1.238,1.416,1.594,1.766,1.914,2.035,2.157,2.289,2.411
Morocco,Personal Care,Users,Skin Care,million users,Statista,0.896,1.048,1.211,1.385,1.558,1.727,1.872,1.99,2.109,2.238,2.357
Morocco,Personal Care,Penetration Rate,Body Care,percent,Statista,3.891,4.497,5.13,5.799,6.449,7.066,7.573,7.965,8.357,8.777,9.157
Morocco,Personal Care,Penetration Rate,Eye Care,percent,Statista,2.861,3.307,3.772,4.264,4.742,5.196,5.569,5.857,6.145,6.453,6.733
Morocco,Personal Care,Penetration Rate,Hair Care,percent,Statista,2.976,3.439,3.923,4.434,4.931,5.403,5.791,6.091,6.39,6.711,7.002
Morocco,Personal Care,Penetration Rate,Oral Care,percent,Statista,2.804,3.241,3.697,4.178,4.647,5.092,5.457,5.74,6.022,6.324,6.598
Morocco,Personal Care,Penetration Rate,Other Personal Care,percent,Statista,2.575,2.976,3.395,3.837,4.267,4.676,5.012,5.271,5.53,5.808,6.059
Morocco,Personal Care,Penetration Rate,Personal Care,percent,Statista,5.723,6.613,7.544,8.527,9.483,10.391,11.137,11.714,12.289,12.907,13.466
Morocco,Personal Care,Penetration Rate,Skin Care,percent,Statista,2.518,2.91,3.319,3.752,4.173,4.572,4.9,5.154,5.407,5.679,5.925
Morocco,Beauty Care,Average Revenue per User by Segment,Total,USD (US$),Statista,2.945,3.097,3.305,3.991,4.4,3.998,4.615,5.08,5.638,5.794,6.019
Morocco,Beauty Care,Average Revenue per User by Segment,Cosmetics,USD (US$),Statista,2.284,2.43,2.61,3.074,3.391,3.116,3.64,4.054,4.554,4.68,4.872
Morocco,Beauty Care,Average Revenue per User by Segment,Fragrances,USD (US$),Statista,0.755,0.762,0.792,1.048,1.154,1.007,1.113,1.169,1.235,1.267,1.305
Morocco,Beauty Care,Average Revenue per User by Segment,Other Beauty Care,USD (US$),Statista,3.572,3.757,4.008,4.841,5.337,4.849,5.597,6.162,6.839,7.027,7.3
Morocco,Beauty Care,Revenue,Total,million USD (US$),Statista,6.77,8.332,10.27,14.18,17.59,17.72,22.16,25.94,30.52,33.27,36.41
Morocco,Beauty Care,Revenue,Cosmetics,million USD (US$),Statista,3.676,4.575,5.676,7.647,9.49,9.666,12.24,14.49,17.25,18.81,20.63
Morocco,Beauty Care,Revenue,Fragrances,million USD (US$),Statista,1.041,1.23,1.476,2.235,2.768,2.677,3.207,3.582,4.009,4.366,4.736
Morocco,Beauty Care,Revenue,Other Beauty Care,million USD (US$),Statista,2.053,2.527,3.113,4.301,5.335,5.372,6.721,7.865,9.254,10.09,11.04
Morocco,Beauty Care,Revenue Change,Total,percent,Statista,,23.072,23.26,38.072,24.048,0.739,25.056,17.058,17.656,9.01,9.438
Morocco,Beauty Care,Revenue Change,Cosmetics,percent,Statista,,24.456,24.066,34.725,24.101,1.855,26.629,18.382,19.048,9.043,9.676
Morocco,Beauty Care,Revenue Change,Fragrances,percent,Statista,,18.156,20,51.423,23.848,-3.288,19.798,11.693,11.921,8.905,8.475
Morocco,Beauty Care,Revenue Change,Other Beauty Care,percent,Statista,,23.088,23.19,38.163,24.041,0.694,25.112,17.021,17.661,9.034,9.415
Morocco,Beauty Care,Comparable Estimates - eCommerce (Worldwide),*Statista,trillion USD (US$),,2.249,2.429,2.642,3.282,3.86,3.609,4.505,5.037,5.675,6.021,6.429
Morocco,Beauty Care,Comparable Estimates - eCommerce (Worldwide),The BRC,trillion USD (US$),,,,,,2.634,3.048,,,,4.798,
Morocco,Beauty Care,Comparable Estimates - eCommerce (Worldwide),UNCTAD,trillion USD (US$),,,,4.87,,,,,,,,
Morocco,Beauty Care,Online & Offline Split,Offline,percent,Statista,96.913,96.479,95.963,93.786,93.211,92.969,92.614,91.998,91.258,,
Morocco,Beauty Care,Online & Offline Split,Online,percent,Statista,3.087,3.521,4.037,6.214,6.789,7.031,7.386,8.002,8.742,,
Morocco,Beauty Care,Mobile/Desktop Split,Desktop,percent,Statista,45.525,42.736,41.903,40.567,39.117,37.794,36.314,35.107,33.861,,
Morocco,Beauty Care,Mobile/Desktop Split,Mobile,percent,Statista,54.475,57.264,58.097,59.433,60.883,62.206,63.686,64.893,66.139,,
Morocco,Beauty Care,Users by Segment,Total,million users,Statista,2.299,2.69,3.106,3.554,3.998,4.431,4.803,5.106,5.413,5.742,6.049
Morocco,Beauty Care,Users by Segment,Cosmetics,million users,Statista,1.609,1.883,2.175,2.488,2.799,3.102,3.362,3.574,3.789,4.019,4.234
Morocco,Beauty Care,Users by Segment,Fragrances,million users,Statista,1.379,1.614,1.864,2.132,2.399,2.659,2.882,3.063,3.248,3.445,3.63
Morocco,Beauty Care,Users by Segment,Other Beauty Care,million users,Statista,0.575,0.673,0.777,0.888,1,1.108,1.201,1.276,1.353,1.436,1.512
Morocco,Beauty Care,Penetration Rate by Segment,Beauty Care,percent,Statista,6.461,7.467,8.517,9.628,10.707,11.732,12.574,13.225,13.875,14.571,15.202
Morocco,Beauty Care,Penetration Rate by Segment,Cosmetics,percent,Statista,4.523,5.227,5.962,6.739,7.495,8.212,8.802,9.258,9.713,10.201,10.642
Morocco,Beauty Care,Penetration Rate by Segment,Fragrances,percent,Statista,3.877,4.48,5.11,5.777,6.424,7.039,7.545,7.935,8.325,8.743,9.122
Morocco,Beauty Care,Penetration Rate by Segment,Other Beauty Care,percent,Statista,1.615,1.867,2.129,2.407,2.677,2.933,3.144,3.306,3.469,3.643,3.801
Morocco,Health Care,Average Revenue per User by Segment,Total,USD (US$),Statista,4.984,5.187,5.417,6.839,7.409,6.686,7.667,8.385,9.249,9.499,9.855
Morocco,Health Care,Average Revenue per User by Segment,Analgesics,USD (US$),Statista,4.813,5.006,5.225,6.296,6.749,6.118,7.043,7.73,8.551,8.77,9.096
Morocco,Health Care,Average Revenue per User by Segment,Cold & Cough Remedies,USD (US$),Statista,1.992,2.072,2.163,2.598,2.785,2.513,2.88,3.147,3.466,3.553,3.681
Morocco,Health Care,Average Revenue per User by Segment,Digestives & Intestinal Remedies,USD (US$),Statista,1.902,1.979,2.065,2.484,2.662,2.403,2.755,3.012,3.318,3.402,3.525
Morocco,Health Care,Average Revenue per User by Segment,Hand Sanitizer,USD (US$),Statista,0.383,0.398,0.416,1.069,1.277,1.13,1.271,1.363,1.473,1.539,1.608
Morocco,Health Care,Average Revenue per User by Segment,Incontinence,USD (US$),Statista,0.141,0.156,0.173,0.214,0.244,0.262,0.356,0.462,0.603,0.622,0.663
Morocco,Health Care,Average Revenue per User by Segment,Other Health Care,USD (US$),Statista,6.571,6.838,7.142,9.017,9.768,8.815,10.11,11.05,12.19,12.52,12.99
Morocco,Health Care,Average Revenue per User by Segment,Skin Treatment,USD (US$),Statista,1.243,1.293,1.349,1.62,1.736,1.542,1.739,1.87,2.027,2.076,2.144
Morocco,Health Care,Average Revenue per User by Segment,Vitamins & Minerals,USD (US$),Statista,0.928,0.965,1.008,1.206,1.292,1.176,1.359,1.497,1.663,1.705,1.769
Morocco,Health Care,Revenue,Total,million USD (US$),Statista,10.48,12.76,15.38,22.22,27.09,27.09,33.66,39.14,45.77,49.87,54.5
Morocco,Health Care,Revenue,Analgesics,million USD (US$),Statista,2.023,2.463,2.968,4.091,4.935,4.958,6.185,7.217,8.463,9.208,10.06
Morocco,Health Care,Revenue,Cold & Cough Remedies,million USD (US$),Statista,1.675,2.039,2.457,3.377,4.072,4.072,5.058,5.876,6.86,7.461,8.143
Morocco,Health Care,Revenue,Digestives & Intestinal Remedies,million USD (US$),Statista,1.2,1.46,1.76,2.421,2.92,2.921,3.63,4.218,4.927,5.358,5.849
Morocco,Health Care,Revenue,Hand Sanitizer,million USD (US$),Statista,0.322,0.392,0.472,1.39,1.867,1.832,2.232,2.545,2.916,3.232,3.557
Morocco,Health Care,Revenue,Incontinence,million USD (US$),Statista,0.059,0.077,0.098,0.139,0.178,0.212,0.313,0.431,0.597,0.653,0.733
Morocco,Health Care,Revenue,Other Health Care,million USD (US$),Statista,3.177,3.869,4.665,6.738,8.214,8.215,10.21,11.87,13.88,15.12,16.53
Morocco,Health Care,Revenue,Skin Treatment,million USD (US$),Statista,1.045,1.272,1.533,2.106,2.539,2.499,3.054,3.492,4.013,4.359,4.742
Morocco,Health Care,Revenue,Vitamins & Minerals,million USD (US$),Statista,0.975,1.187,1.431,1.959,2.361,2.382,2.983,3.494,4.114,4.476,4.893
Morocco,Health Care,Revenue Change,Total,percent,Statista,,21.756,20.533,44.473,21.917,0,24.252,16.28,16.939,8.958,9.284
Morocco,Health Care,Revenue Change,Analgesics,percent,Statista,,21.75,20.503,37.837,20.631,0.466,24.748,16.686,17.265,8.803,9.253
Morocco,Health Care,Revenue Change,Cold & Cough Remedies,percent,Statista,,21.731,20.5,37.444,20.58,0,24.214,16.172,16.746,8.761,9.141
Morocco,Health Care,Revenue Change,Digestives & Intestinal Remedies,percent,Statista,,21.667,20.548,37.557,20.611,0.034,24.273,16.198,16.809,8.748,9.164
Morocco,Health Care,Revenue Change,Hand Sanitizer,percent,Statista,,21.715,20.521,194.367,34.317,-1.875,21.834,14.023,14.578,10.837,10.056
Morocco,Health Care,Revenue Change,Incontinence,percent,Statista,,29.347,28.348,41.42,28.161,18.834,47.453,37.876,38.515,9.38,12.236
Morocco,Health Care,Revenue Change,Other Health Care,percent,Statista,,21.782,20.574,44.437,21.906,0.012,24.285,16.259,16.933,8.934,9.325
Morocco,Health Care,Revenue Change,Skin Treatment,percent,Statista,,21.722,20.519,37.378,20.56,-1.575,22.209,14.342,14.92,8.622,8.786
Morocco,Health Care,Revenue Change,Vitamins & Minerals,percent,Statista,,21.694,20.556,36.897,20.521,0.889,25.231,17.13,17.745,8.799,9.316
Morocco,Health Care,Comparable Estimates - eCommerce (Worldwide),*Statista,trillion USD (US$),,2.249,2.429,2.642,3.282,3.86,3.609,4.505,5.037,5.675,6.021,6.429
Morocco,Health Care,Comparable Estimates - eCommerce (Worldwide),The BRC,trillion USD (US$),,,,,,2.634,3.048,,,,4.798,
Morocco,Health Care,Comparable Estimates - eCommerce (Worldwide),UNCTAD,trillion USD (US$),,,,4.87,,,,,,,,
Morocco,Health Care,Online & Offline Split,Offline,percent,Statista,95.407,94.578,93.674,90.984,89.578,88.708,87.542,86.177,84.602,,
Morocco,Health Care,Online & Offline Split,Online,percent,Statista,4.593,5.422,6.326,9.016,10.422,11.292,12.458,13.823,15.398,,
Morocco,Health Care,Mobile/Desktop Split,Desktop,percent,Statista,45.525,42.736,41.903,40.567,39.117,37.794,36.314,35.107,33.861,,
Morocco,Health Care,Mobile/Desktop Split,Mobile,percent,Statista,54.475,57.264,58.097,59.433,60.883,62.206,63.686,64.893,66.139,,
Morocco,Health Care,Users by Segment,Total,million users,Statista,2.102,2.46,2.84,3.249,3.656,4.052,4.391,4.668,4.949,5.25,5.531
Morocco,Health Care,Users by Segment,Analgesics,million users,Statista,0.42,0.492,0.568,0.65,0.731,0.81,0.878,0.934,0.99,1.05,1.106
Morocco,Health Care,Users by Segment,Cold & Cough Remedies,million users,Statista,0.841,0.984,1.136,1.3,1.462,1.621,1.756,1.867,1.979,2.1,2.212
Morocco,Health Care,Users by Segment,Digestives & Intestinal Remedies,million users,Statista,0.631,0.738,0.852,0.975,1.097,1.215,1.317,1.4,1.485,1.575,1.659
Morocco,Health Care,Users by Segment,Hand Sanitizer,million users,Statista,0.841,0.984,1.136,1.3,1.462,1.621,1.756,1.867,1.979,2.1,2.212
Morocco,Health Care,Users by Segment,Incontinence,million users,Statista,0.42,0.492,0.568,0.65,0.731,0.81,0.878,0.934,0.99,1.05,1.106
Morocco,Health Care,Users by Segment,Other Health Care,million users,Statista,0.483,0.566,0.653,0.747,0.841,0.932,1.01,1.074,1.138,1.207,1.272
Morocco,Health Care,Users by Segment,Skin Treatment,million users,Statista,0.841,0.984,1.136,1.3,1.462,1.621,1.756,1.867,1.979,2.1,2.212
Morocco,Health Care,Users by Segment,Vitamins & Minerals,million users,Statista,1.051,1.23,1.42,1.625,1.828,2.026,2.195,2.334,2.474,2.625,2.765
Morocco,Health Care,Penetration Rate by Segment,Analgesics,percent,Statista,1.181,1.365,1.557,1.76,1.958,2.145,2.299,2.418,2.537,2.664,2.78
Morocco,Health Care,Penetration Rate by Segment,Cold & Cough Remedies,percent,Statista,2.363,2.731,3.115,3.521,3.916,4.29,4.599,4.837,5.074,5.329,5.56
Morocco,Health Care,Penetration Rate by Segment,Digestives & Intestinal Remedies,percent,Statista,1.772,2.048,2.336,2.641,2.937,3.218,3.449,3.628,3.806,3.997,4.17
Morocco,Health Care,Penetration Rate by Segment,Hand Sanitizer,percent,Statista,2.363,2.731,3.115,3.521,3.916,4.29,4.599,4.837,5.074,5.329,5.56
Morocco,Health Care,Penetration Rate by Segment,Health Care,percent,Statista,5.907,6.827,7.787,8.802,9.789,10.726,11.496,12.092,12.686,13.323,13.9
Morocco,Health Care,Penetration Rate by Segment,Incontinence,percent,Statista,1.181,1.365,1.557,1.76,1.958,2.145,2.299,2.418,2.537,2.664,2.78
Morocco,Health Care,Penetration Rate by Segment,Other Health Care,percent,Statista,1.359,1.57,1.791,2.025,2.252,2.467,2.644,2.781,2.918,3.064,3.197
Morocco,Health Care,Penetration Rate by Segment,Skin Treatment,percent,Statista,2.363,2.731,3.115,3.521,3.916,4.29,4.599,4.837,5.074,5.329,5.56
Morocco,Health Care,Penetration Rate by Segment,Vitamins & Minerals,percent,Statista,2.954,3.413,3.894,4.401,4.895,5.363,5.748,6.046,6.343,6.661,6.95
Morocco,Household Care,Average Revenue per User by Segment,Total,USD (US$),Statista,4.315,4.73,5.214,6.328,7.14,7.352,9.651,12.13,15.44,15.9,16.88
Morocco,Household Care,Average Revenue per User by Segment,Dishwashing Detergents,USD (US$),Statista,0.704,0.768,0.842,1.057,1.19,1.186,1.508,1.84,2.28,2.35,2.485
Morocco,Household Care,Average Revenue per User by Segment,Household Cleaners,USD (US$),Statista,0.638,0.696,0.763,0.996,1.126,1.126,1.438,1.761,2.19,2.258,2.39
Morocco,Household Care,Average Revenue per User by Segment,Household Paper,USD (US$),Statista,1.663,1.838,2.043,2.411,2.734,2.951,4.044,5.279,6.945,7.152,7.62
Morocco,Household Care,Average Revenue per User by Segment,Laundry Care,USD (US$),Statista,1.71,1.866,2.045,2.389,2.673,2.682,3.434,4.219,5.262,5.416,5.728
Morocco,Household Care,Average Revenue per User by Segment,Other Household Care,USD (US$),Statista,9.127,10.01,11.03,13.39,15.1,15.55,20.41,25.66,32.65,33.63,35.68
Morocco,Household Care,Average Revenue per User by Segment,Paper Tissues,USD (US$),Statista,0.205,0.226,0.252,0.333,0.382,0.407,0.549,0.707,0.918,0.948,1.009
Morocco,Household Care,Average Revenue per User by Segment,"Polishes, Room Scents & Insecticides",USD (US$),Statista,0.521,0.568,0.623,0.714,0.797,0.799,1.023,1.256,1.566,1.611,1.703
Morocco,Household Care,Average Revenue per User by Segment,Toilet Paper,USD (US$),Statista,1.245,1.376,1.529,1.887,2.148,2.298,3.122,4.041,5.271,5.435,5.789
Morocco,Household Care,Revenue,Total,million USD (US$),Statista,5.385,6.908,8.792,12.21,15.5,17.69,25.16,33.62,45.36,49.58,55.42
Morocco,Household Care,Revenue,Dishwashing Detergents,million USD (US$),Statista,0.369,0.471,0.596,0.856,1.085,1.198,1.652,2.142,2.813,3.076,3.427
Morocco,Household Care,Revenue,Household Cleaners,million USD (US$),Statista,0.358,0.457,0.579,0.865,1.099,1.219,1.687,2.196,2.895,3.168,3.532
Morocco,Household Care,Revenue,Household Paper,million USD (US$),Statista,0.477,0.617,0.792,1.07,1.365,1.633,2.425,3.366,4.693,5.129,5.758
Morocco,Household Care,Revenue,Laundry Care,million USD (US$),Statista,0.854,1.09,1.38,1.844,2.321,2.58,3.581,4.677,6.185,6.752,7.523
Morocco,Household Care,Revenue,Other Household Care,million USD (US$),Statista,2.506,3.215,4.092,5.681,7.212,8.23,11.71,15.64,21.11,23.07,25.79
Morocco,Household Care,Revenue,Paper Tissues,million USD (US$),Statista,0.082,0.106,0.136,0.206,0.265,0.313,0.458,0.627,0.863,0.945,1.06
Morocco,Household Care,Revenue,"Polishes, Room Scents & Insecticides",million USD (US$),Statista,0.195,0.249,0.315,0.413,0.519,0.577,0.8,1.044,1.38,1.506,1.678
Morocco,Household Care,Revenue,Toilet Paper,million USD (US$),Statista,0.544,0.703,0.903,1.274,1.632,1.935,2.849,3.92,5.42,5.929,6.653
Morocco,Household Care,Revenue Change,Total,percent,Statista,,28.282,27.273,38.876,26.945,14.129,42.227,33.625,34.92,9.303,11.779
